"key","riskFactor.kcd","disease.kcd","pValue","RR","age","sex"
"D64 (interacts with) H36","D64","H36",1.54109676801086e-07,6.25560002078894,3,2
"D64 (interacts with) H52","D64","H52",5.25269604342109e-06,4.38518518518519,18,1
"D64 (interacts with) I10","D64","I10",2.25416108788333e-09,4.49163679808841,3,2
"D64 (interacts with) R68","D64","R68",8.03263207479582e-06,4.29585798816568,4,2
"D64 (interacts with) Z22","D64","Z22",1.99583648179078e-06,5.11520309477756,6,1
"D68 (interacts with) C78","D68","C78",4.46015700613107e-07,5.36673381799072,10,1
"D68 (interacts with) D63","D68","D63",1.86134376489241e-06,4.40681890769722,12,1
"D68 (interacts with) D69","D68","D69",5.25695190487174e-09,5.93912903225806,12,2
"D68 (interacts with) I48","D68","I48",1.46397696644108e-07,4.33536082474227,10,1
"D68 (interacts with) J90","D68","J90",1.34714067377811e-08,6.46481876332623,12,2
"D68 (interacts with) K72","D68","K72",8.09171170411998e-09,6.47163611207195,8,1
"D68 (interacts with) K85","D68","K85",8.82871608479157e-06,4.17593658099987,10,2
"D69 (interacts with) D63","D69","D63",5.38904203045087e-13,11.3461876358256,10,1
"D69 (interacts with) E46","D69","E46",6.32437219936239e-06,4.42100215775593,12,1
"D69 (interacts with) G40","D69","G40",1.83982841560617e-06,4.83344198174707,7,2
"D69 (interacts with) I67","D69","I67",3.11380869676733e-06,4.66130800146145,7,2
"D69 (interacts with) J90","D69","J90",1.75971287720338e-05,4.06521933351202,11,1
"D69 (interacts with) K72","D69","K72",4.72285640539062e-10,5.09469181411627,10,1
"D69 (interacts with) K85","D69","K85",1.35910581650874e-06,4.04041402953586,11,2
"D69 (interacts with) R18","D69","R18",1.02616180098174e-08,5.89534279778393,11,1
"E03 (interacts with) C73","E03","C73",4.15601832284443e-10,4.89639518331859,14,2
"E03 (interacts with) D69","E03","D69",1.05847606707175e-11,4.9688107560448,11,1
"E03 (interacts with) E04","E03","E04",2.17002833205625e-16,4.64659583664478,4,2
"E03 (interacts with) E05","E03","E05",3.34072783112724e-23,7.7729417458109,3,2
"E03 (interacts with) E06","E03","E06",3.35793213642174e-18,8.65266789732771,3,2
"E03 (interacts with) E07","E03","E07",7.92800062633907e-11,4.58365384615385,5,1
"E03 (interacts with) F33","E03","F33",4.87169428214867e-06,4.68752876208007,10,1
"E03 (interacts with) G43","E03","G43",2.63999863882992e-08,4.62867183276266,3,1
"E03 (interacts with) H93","E03","H93",1.10881037064766e-07,5.22898415294163,2,2
"E03 (interacts with) I69","E03","I69",1.60585634330454e-08,6.08603024882095,8,1
"E03 (interacts with) T16","E03","T16",6.37755601401893e-10,6.01091698707094,3,2
"E04 (interacts with) C73","E04","C73",9.3533586346256e-13,4.12994001514181,7,2
"E04 (interacts with) D23","E04","D23",3.72996472751258e-08,5.22673951470352,16,2
"E04 (interacts with) D34","E04","D34",7.78624141676273e-14,4.40865050399722,5,2
"E04 (interacts with) E03","E04","E03",1.72968014788955e-10,4.44823415578133,9,1
"E04 (interacts with) E05","E04","E05",1.36183437670832e-10,6.39391377852916,3,2
"E04 (interacts with) E06","E04","E06",2.83102965295609e-14,9.30547501279209,3,2
"E04 (interacts with) E07","E04","E07",3.81001176528465e-11,5.16735618597321,5,1
"E04 (interacts with) E83","E04","E83",2.67137258546043e-05,4.09972514506233,5,2
"E04 (interacts with) I48","E04","I48",5.68994924689571e-07,5.65885613504661,6,2
"E04 (interacts with) N39","E04","N39",1.64069955488442e-07,4.38976499690785,5,1
"E05 (interacts with) C73","E05","C73",3.49093529180598e-11,4.63815402704292,14,2
"E05 (interacts with) E03","E05","E03",1.65243242816451e-37,5.64568296754554,7,1
"E05 (interacts with) E04","E05","E04",1.83434787365741e-19,4.12614428487444,4,2
"E05 (interacts with) E06","E05","E06",3.39613206558453e-21,6.02752270747791,8,1
"E05 (interacts with) E07","E05","E07",6.64621448969072e-08,5.41522092045299,3,1
"E05 (interacts with) F31","E05","F31",2.75180292124428e-05,4.14561733369147,4,2
"E05 (interacts with) G25","E05","G25",1.77055904334223e-06,4.3010891280531,7,1
"E05 (interacts with) K77","E05","K77",3.76238733514688e-08,4.77682403433476,10,1
"E05 (interacts with) R68","E05","R68",2.7440348583679e-07,5.31247789175805,7,1
"E06 (interacts with) C73","E06","C73",2.00541356303398e-08,4.23125,12,2
"E06 (interacts with) E03","E06","E03",3.26329506613703e-08,4.54623504574243,16,2
"E06 (interacts with) E04","E06","E04",5.56586542447124e-10,5.45319743979578,4,2
"E06 (interacts with) E05","E06","E05",4.57515788944741e-09,6.11886028569246,7,1
"E06 (interacts with) I84","E06","I84",2.90496608192898e-08,4.38667649950836,16,2
"E07 (interacts with) E06","E07","E06",1.04309052868806e-06,4.6626729774694,7,1
"E07 (interacts with) E83","E07","E83",1.45249873052654e-05,4.29567019304177,9,1
"E07 (interacts with) F31","E07","F31",7.26675650124892e-08,6.29924174270659,10,1
"E07 (interacts with) I95","E07","I95",3.25957015920112e-07,5.68911580413089,10,1
"E07 (interacts with) J43","E07","J43",1.96994285376505e-07,5.68643704166017,10,2
"E07 (interacts with) N45","E07","N45",1.71330335107989e-05,4.0554278181428,6,1
"E10 (interacts with) A41","E10","A41",8.01592258203384e-13,5.9679000245038,11,2
"E10 (interacts with) D50","E10","D50",2.12967012165165e-10,4.06738022426096,7,1
"E10 (interacts with) D63","E10","D63",4.76333846430614e-20,5.08658738259707,12,2
"E10 (interacts with) E11","E10","E11",5.57294668309958e-51,4.13455285179306,8,1
"E10 (interacts with) E12","E10","E12",4.8822803114236e-06,4.59878048780488,12,2
"E10 (interacts with) E13","E10","E13",3.78687295438501e-39,32.2265512265512,7,2
"E10 (interacts with) E14","E10","E14",8.01626458014725e-54,5.04399835874128,8,1
"E10 (interacts with) E78","E10","E78",2.61459512255832e-33,4.72521988136633,4,2
"E10 (interacts with) E83","E10","E83",8.52615353757803e-20,18.1674224782449,5,2
"E10 (interacts with) E87","E10","E87",8.71354590668745e-26,9.4809801547999,5,2
"E10 (interacts with) G63","E10","G63",2.00492136473777e-119,4.89233044616522,12,2
"E10 (interacts with) H20","E10","H20",5.27275830536308e-09,5.81125572663463,9,2
"E10 (interacts with) H25","E10","H25",5.40355819729284e-30,6.34359214599967,9,2
"E10 (interacts with) H26","E10","H26",4.53129904905339e-42,7.67504926135188,9,2
"E10 (interacts with) H33","E10","H33",9.49282836853621e-16,11.7948063005534,9,2
"E10 (interacts with) H35","E10","H35",4.43481811552082e-18,5.61585073748792,6,2
"E10 (interacts with) H36","E10","H36",2.19482535399346e-202,5.17388167711465,12,2
"E10 (interacts with) H43","E10","H43",2.63753916734994e-09,4.21216197934673,8,1
"E10 (interacts with) H44","E10","H44",1.06312138202338e-05,4.09160486254391,10,2
"E10 (interacts with) H57","E10","H57",1.11613397899606e-07,4.44908208626014,6,2
"E10 (interacts with) I10","E10","I10",3.30589206737095e-22,9.64236678653155,5,2
"E10 (interacts with) I11","E10","I11",7.22851589492679e-09,5.90567347748463,8,2
"E10 (interacts with) I12","E10","I12",3.74134737236445e-19,5.38148281231285,11,1
"E10 (interacts with) I13","E10","I13",3.22326023843225e-08,4.73171467350324,9,1
"E10 (interacts with) I15","E10","I15",5.00703776295425e-08,4.62670203359859,9,1
"E10 (interacts with) I21","E10","I21",1.01324701290967e-11,8.44705882352941,7,1
"E10 (interacts with) I25","E10","I25",2.17476026035992e-19,5.53976221774991,9,2
"E10 (interacts with) I50","E10","I50",7.31250076824078e-11,5.13278801720933,9,2
"E10 (interacts with) I64","E10","I64",1.57345076058297e-07,6.20331827418178,9,1
"E10 (interacts with) I70","E10","I70",8.43882600908942e-38,4.00932697403286,10,2
"E10 (interacts with) I73","E10","I73",3.27253088656099e-06,4.19466870626894,5,2
"E10 (interacts with) I74","E10","I74",7.88029476531659e-11,4.55183468139673,10,2
"E10 (interacts with) I95","E10","I95",5.13761444958702e-06,4.31972949479174,10,2
"E10 (interacts with) K77","E10","K77",2.15319965395898e-06,4.26834573056679,9,1
"E10 (interacts with) L89","E10","L89",1.15401097250915e-39,4.58066779791234,13,2
"E10 (interacts with) M20","E10","M20",3.90240015496525e-05,4.04919827419666,9,1
"E10 (interacts with) M80","E10","M80",2.12634786396812e-05,4.02645218945487,11,1
"E10 (interacts with) N04","E10","N04",1.12595297250479e-07,4.15930828491219,9,1
"E10 (interacts with) N08","E10","N08",1.58909134306601e-59,7.84468122622736,12,2
"E10 (interacts with) N17","E10","N17",8.84835020909592e-18,4.54793553533485,12,2
"E10 (interacts with) N18","E10","N18",4.17294959353052e-43,104.820077765995,5,2
"E10 (interacts with) R18","E10","R18",2.01454011907183e-08,4.53955586398334,9,1
"E10 (interacts with) R73","E10","R73",4.35917812129638e-08,4.83286956521739,5,2
"E10 (interacts with) R81","E10","R81",2.16796034827338e-11,7.99356783919598,8,2
"E10 (interacts with) R94","E10","R94",1.01283392026195e-05,4.05349456855913,6,2
"E10 (interacts with) S73","E10","S73",6.08585988611054e-07,4.92701185277604,6,2
"E10 (interacts with) Z22","E10","Z22",8.8074925010293e-08,5.13130068781439,12,1
"E10 (interacts with) Z96","E10","Z96",3.89023421284178e-21,11.2489661835749,9,2
"E11 (interacts with) A02","E11","A02",3.93140291045981e-05,4.10878858611555,6,2
"E11 (interacts with) A41","E11","A41",4.18344859657102e-11,5.24125403659849,8,2
"E11 (interacts with) D63","E11","D63",3.84138731153669e-15,5.60726429675425,8,1
"E11 (interacts with) E10","E11","E10",2.53784922247321e-221,7.01716300940439,10,1
"E11 (interacts with) E12","E11","E12",2.38174923649664e-18,4.5227908360607,14,2
"E11 (interacts with) E13","E11","E13",1.24327169514863e-115,4.78724907894469,10,1
"E11 (interacts with) E14","E11","E14",1.02827369100419e-107,4.02721749696233,8,2
"E11 (interacts with) G40","E11","G40",1.80768655877502e-05,4.18949579831933,4,1
"E11 (interacts with) G63","E11","G63",5.2923245266283e-266,4.50139544897932,12,2
"E11 (interacts with) H25","E11","H25",6.99392761116261e-15,7.51208285385501,7,2
"E11 (interacts with) H26","E11","H26",1.81593773479368e-16,6.28481631736767,6,2
"E11 (interacts with) H34","E11","H34",1.89563192829381e-08,6.12000611000792,7,2
"E11 (interacts with) H36","E11","H36",0,7.83400618026116,9,1
"E11 (interacts with) H43","E11","H43",1.45831293112241e-05,4.20980136291141,4,2
"E11 (interacts with) H50","E11","H50",1.19751000513836e-07,4.93376333416026,4,1
"E11 (interacts with) I10","E11","I10",3.57342009235327e-09,4.91341654768804,4,2
"E11 (interacts with) I11","E11","I11",5.37904269582371e-16,4.40525841646925,7,2
"E11 (interacts with) I12","E11","I12",2.41035968881268e-23,4.1098567086409,9,1
"E11 (interacts with) I13","E11","I13",7.23388003856508e-06,4.87314361569734,7,2
"E11 (interacts with) I15","E11","I15",3.32141035679611e-13,4.96309986616532,8,2
"E11 (interacts with) I25","E11","I25",1.3644270645911e-25,4.53812671596529,7,1
"E11 (interacts with) I48","E11","I48",4.22696808856815e-06,4.49816317159039,6,2
"E11 (interacts with) I50","E11","I50",1.39875791983762e-09,5.64517555748955,6,1
"E11 (interacts with) I63","E11","I63",2.238443122593e-05,4.31490953088049,6,2
"E11 (interacts with) I70","E11","I70",1.69932615620455e-35,4.09298914874975,8,2
"E11 (interacts with) I74","E11","I74",6.12587460721058e-38,4.05868546626513,9,1
"E11 (interacts with) L89","E11","L89",4.33813378272834e-06,4.74850064306505,8,2
"E11 (interacts with) N04","E11","N04",2.79114017069834e-11,4.33183119748392,7,1
"E11 (interacts with) N08","E11","N08",2.34980675827385e-97,7.69839496910484,9,1
"E11 (interacts with) N17","E11","N17",1.9422306123637e-12,8.55149501661129,6,1
"E11 (interacts with) N18","E11","N18",1.28376170302056e-63,4.43053363960185,11,1
"E11 (interacts with) R31","E11","R31",5.40168541983121e-09,4.58789740849586,3,1
"E11 (interacts with) R56","E11","R56",2.13049119329567e-06,4.04643962848297,6,2
"E11 (interacts with) R73","E11","R73",2.39570898445078e-11,5.43084145901047,4,1
"E11 (interacts with) R81","E11","R81",4.27357860616615e-17,4.07813788364636,7,1
"E11 (interacts with) R94","E11","R94",1.06798769683973e-07,5.77652440935013,3,1
"E11 (interacts with) Z96","E11","Z96",7.05708449484906e-22,4.00988419433638,9,2
"E12 (interacts with) E10","E12","E10",9.31270972254656e-29,5.41305777875233,13,2
"E12 (interacts with) E13","E12","E13",7.83341401587376e-20,13.8591370558376,10,2
"E12 (interacts with) E14","E12","E14",9.14901940630671e-20,4.57304054908907,9,1
"E12 (interacts with) G63","E12","G63",7.60888052876564e-28,6.5992893801816,16,2
"E12 (interacts with) H36","E12","H36",5.68793808773817e-44,11.1672538657271,10,2
"E12 (interacts with) N08","E12","N08",1.96942217921993e-11,5.4527972027972,14,1
"E12 (interacts with) N18","E12","N18",1.75498936982299e-06,4.06070629438661,13,2
"E12 (interacts with) Z00","E12","Z00",2.80575469952011e-06,4.16707939947377,13,1
"E13 (interacts with) A41","E13","A41",8.00802583418724e-10,5.19316621552705,12,2
"E13 (interacts with) E10","E13","E10",3.48741101349548e-32,5.30323677353732,12,2
"E13 (interacts with) E11","E13","E11",3.81390617677573e-18,5.81596533744584,7,1
"E13 (interacts with) E12","E13","E12",1.37651134984206e-06,5.26425090061454,14,1
"E13 (interacts with) E14","E13","E14",3.37659573658731e-07,4.11835925268761,8,2
"E13 (interacts with) G63","E13","G63",1.18162506395678e-45,4.3741939678996,12,2
"E13 (interacts with) H36","E13","H36",1.30097630028728e-54,4.11095159346018,12,2
"E13 (interacts with) H50","E13","H50",1.0307168660439e-05,4.05249105961887,12,1
"E13 (interacts with) I11","E13","I11",3.04015270797955e-13,7.37029140014215,8,1
"E13 (interacts with) I12","E13","I12",3.93708496248358e-09,5.4544520922102,11,1
"E13 (interacts with) I13","E13","I13",9.94357466490615e-07,5.16832854487071,10,1
"E13 (interacts with) I15","E13","I15",3.0173706027009e-13,6.42772646248582,11,1
"E13 (interacts with) L89","E13","L89",1.93116503614621e-08,4.47036006408635,12,2
"E13 (interacts with) L98","E13","L98",3.98684990010186e-05,4.01623598440703,14,1
"E13 (interacts with) N08","E13","N08",9.03298084530663e-28,11.158585490339,10,1
"E13 (interacts with) N17","E13","N17",8.91793614968342e-12,5.15826791592808,12,2
"E13 (interacts with) N18","E13","N18",9.55449335941108e-14,7.0931215233205,10,1
"E13 (interacts with) T17","E13","T17",3.14154625946257e-07,4.94712430426716,8,1
"E13 (interacts with) T25","E13","T25",2.15741008134543e-06,4.60208845208845,14,1
"E14 (interacts with) A41","E14","A41",3.08092176263773e-07,4.37601239037576,8,1
"E14 (interacts with) A87","E14","A87",8.4511598682265e-06,7.19851321585903,14,2
"E14 (interacts with) B19","E14","B19",3.43859022305413e-05,4.03008672960319,6,2
"E14 (interacts with) C18","E14","C18",1.94612779317478e-10,6.15475558223844,7,2
"E14 (interacts with) D53","E14","D53",1.43063379449846e-06,4.46914896029388,8,2
"E14 (interacts with) D63","E14","D63",2.29014679699524e-10,7.36269747857368,7,2
"E14 (interacts with) E10","E14","E10",4.1544068848508e-110,4.44046116865857,12,2
"E14 (interacts with) E11","E14","E11",1.67677294118652e-17,10.575808366506,3,2
"E14 (interacts with) E12","E14","E12",2.74867627522949e-16,4.28117283950617,14,1
"E14 (interacts with) E13","E14","E13",9.97357057783291e-74,5.72291474299785,10,2
"E14 (interacts with) G63","E14","G63",4.2687334527016e-124,4.20071422622022,11,2
"E14 (interacts with) H25","E14","H25",1.1633338876745e-08,7.44599916212819,7,2
"E14 (interacts with) H26","E14","H26",2.09912588943119e-15,4.42426995297445,7,1
"E14 (interacts with) H34","E14","H34",5.36888203502939e-08,6.88217219813027,8,2
"E14 (interacts with) H36","E14","H36",9.49427174160712e-214,5.02691793155485,10,1
"E14 (interacts with) I11","E14","I11",3.23783304372892e-09,4.43803554162638,7,2
"E14 (interacts with) I12","E14","I12",1.01303952138777e-06,4.34878795010591,8,1
"E14 (interacts with) I13","E14","I13",1.48060731448703e-09,6.19338814662556,8,2
"E14 (interacts with) I25","E14","I25",1.84624737464175e-09,7.08988404638145,6,2
"E14 (interacts with) I67","E14","I67",2.24823883119464e-06,4.18123011664899,6,2
"E14 (interacts with) I70","E14","I70",5.58903749669513e-14,4.48062073478545,7,1
"E14 (interacts with) I74","E14","I74",1.70823379982768e-08,5.87622801341255,7,1
"E14 (interacts with) J90","E14","J90",4.65421126812945e-06,4.09865516887383,7,1
"E14 (interacts with) L89","E14","L89",9.47539924976251e-07,4.72209456699346,8,1
"E14 (interacts with) N03","E14","N03",1.17506232745402e-06,4.91294957144615,7,1
"E14 (interacts with) N04","E14","N04",2.98463938482666e-09,4.70849637516304,7,2
"E14 (interacts with) N08","E14","N08",5.01083338264469e-51,4.69353399758202,12,2
"E14 (interacts with) N17","E14","N17",1.9611903789282e-06,4.35288092747559,7,1
"E14 (interacts with) N18","E14","N18",3.84016597337405e-30,4.79295421559573,11,2
"E14 (interacts with) R73","E14","R73",3.81433912266113e-13,10.0975690975691,3,2
"E14 (interacts with) R81","E14","R81",2.32051230694677e-11,4.31766079847744,7,1
"E22 (interacts with) R56","E22","R56",4.896702743744e-07,5.4771259063942,9,2
"E28 (interacts with) N97","E28","N97",5.94369501137443e-08,5.54054856143201,8,2
"E28 (interacts with) O24","E28","O24",4.14819146819526e-14,4.04101293696669,7,2
"E44 (interacts with) D63","E44","D63",5.11169680667117e-07,4.61058601134216,13,1
"E44 (interacts with) I74","E44","I74",8.71285183702735e-07,4.48551026219526,11,1
"E44 (interacts with) K56","E44","K56",1.50266525246184e-11,7.10590513068732,10,2
"E50 (interacts with) H11","E50","H11",5.13279465237407e-07,4.66372462488967,17,2
"E50 (interacts with) H27","E50","H27",8.52001657510251e-06,4.51085935341255,12,2
"E50 (interacts with) H47","E50","H47",2.80743392899672e-07,5.5262271144558,12,1
"E50 (interacts with) I95","E50","I95",6.59874960377893e-06,4.41602870813397,12,1
"E50 (interacts with) M76","E50","M76",1.41435834765012e-07,4.91539081385979,2,2
"E50 (interacts with) R19","E50","R19",2.06167569167982e-08,4.88191865605659,7,1
"E50 (interacts with) T78","E50","T78",2.84691192835972e-08,5.55507172131148,16,2
"E50 (interacts with) Z01","E50","Z01",5.70760110068157e-12,10.4428030985408,16,2
"E66 (interacts with) B19","E66","B19",1.76741783540683e-06,4.96841095726188,9,2
"E66 (interacts with) F34","E66","F34",8.89356178475165e-06,4.03623788417515,13,2
